gender,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,internet_access,extra_classes,parent_education,sleep_hours,grade
Male,6.59,48.21,37.07,32.07,60.71,23.08,No,Yes,High School,6.53,D
Male,1.35,88.78,90.52,40.98,74.36,50.7,Yes,No,Bachelor,5.25,C
Female,2.68,80.71,31.84,45.37,51.88,24.51,Yes,No,PhD,8.37,D
Female,8.48,93.34,93.77,71.43,88.51,54.95,No,Yes,Bachelor,7.2,B
Female,7.9,66.96,51.4,80.9,32.84,14.57,Yes,Yes,Bachelor,6.45,D
Female,4.16,93.63,65.58,81.4,78.4,95.37,Yes,No,High School,4.0,B
Male,4.39,91.95,39.26,25.65,88.0,32.17,Yes,No,High School,8.29,C
Female,5.8,66.3,93.16,73.89,75.25,52.03,No,Yes,High School,6.3,B
Male,1.0,62.87,82.49,72.31,43.44,12.95,Yes,No,Bachelor,6.66,C
Male,3.17,95.97,94.69,63.82,49.95,27.34,Yes,No,Bachelor,7.49,C
Male,2.87,82.91,77.83,53.44,66.04,72.39,Yes,Yes,PhD,8.69,C
Male,3.25,95.69,42.93,84.81,53.06,20.06,Yes,No,High School,4.79,C
Male,8.25,87.82,51.58,50.79,30.34,66.53,Yes,Yes,PhD,4.36,D
Female,3.52,76.56,64.08,42.25,32.85,10.19,Yes,No,Master,4.61,D
Female,2.72,46.95,72.51,48.26,83.74,51.85,No,Yes,PhD,7.7,C
Female,5.54,57.49,94.85,57.97,35.86,74.92,Yes,Yes,High School,4.65,C
Female,8.79,98.13,56.88,41.05,94.96,93.37,Yes,Yes,Master,6.5,B
Male,3.17,59.17,79.22,70.57,60.99,54.36,No,No,Bachelor,7.53,C
Female,1.71,45.6,97.27,91.32,83.07,85.65,Yes,Yes,Bachelor,7.56,B
Male,4.21,82.45,40.67,69.66,38.79,82.23,No,Yes,Master,6.03,C
Female,7.73,84.04,90.39,58.5,94.86,36.62,No,Yes,High School,7.49,B
Male,5.96,57.13,59.45,84.77,32.37,88.73,Yes,Yes,PhD,8.75,C
Male,8.35,57.86,81.27,81.1,32.95,67.63,No,Yes,Bachelor,4.14,C
Female,9.64,68.13,50.55,52.53,33.82,19.38,No,Yes,Master,7.36,D
Male,8.13,41.31,53.38,70.31,37.24,94.52,Yes,Yes,PhD,6.61,D
Male,6.43,87.36,31.9,79.74,64.08,25.9,Yes,No,PhD,5.06,C
Female,5.44,59.03,98.0,43.41,85.18,52.33,Yes,Yes,Bachelor,5.54,B
Male,1.36,91.23,86.94,52.47,49.95,51.97,No,Yes,High School,8.19,C
Female,9.86,88.16,36.57,32.93,82.2,66.27,No,Yes,High School,6.93,C
Female,4.45,79.68,99.97,99.08,84.18,69.85,No,Yes,Master,4.07,A
Female,2.37,59.49,72.35,31.44,93.58,30.96,No,Yes,Master,8.83,C
Male,7.0,70.98,89.76,37.65,40.45,41.72,No,Yes,High School,7.33,D
Male,3.56,66.69,34.67,60.99,39.49,23.01,No,Yes,Master,6.21,D
Male,6.27,60.33,57.26,89.9,38.55,21.34,No,Yes,High School,7.56,C
Female,6.28,90.89,76.88,51.69,55.15,84.26,No,Yes,Bachelor,5.02,C
Male,5.01,69.01,37.45,82.64,64.26,77.56,No,No,PhD,5.3,C
Female,8.53,89.96,64.22,75.7,62.31,49.84,Yes,No,Master,4.76,C
Female,3.38,46.31,60.99,72.9,47.99,18.63,No,Yes,Bachelor,5.99,D
Male,5.04,48.46,45.12,88.38,73.54,50.49,Yes,No,High School,8.52,C
Female,5.84,98.64,51.02,26.06,53.68,36.5,Yes,Yes,Master,5.94,D
Male,6.97,75.27,97.7,94.69,55.63,80.01,Yes,Yes,Bachelor,5.44,B
Male,8.06,70.59,50.21,87.19,37.39,18.7,Yes,Yes,Master,7.52,D
Male,4.55,71.39,44.94,95.34,71.46,50.62,No,Yes,Bachelor,8.35,B
Male,6.81,52.92,67.53,84.52,75.87,63.22,No,Yes,High School,5.22,B
Male,2.36,83.12,76.97,90.89,83.06,98.72,Yes,No,PhD,8.04,A
Female,9.39,45.09,80.76,40.23,93.28,18.06,Yes,Yes,Bachelor,5.52,C
Female,4.45,74.4,82.8,48.94,83.62,20.26,No,No,High School,5.24,C
Female,7.57,74.25,32.58,48.64,46.5,98.92,No,Yes,Master,6.36,D
Male,1.18,94.85,57.56,33.19,46.5,46.51,Yes,No,PhD,4.33,D
Male,2.85,71.57,84.18,79.72,94.06,76.93,No,Yes,PhD,8.31,B
Male,5.38,48.22,93.34,35.21,85.31,80.51,Yes,Yes,Master,8.37,B
Female,8.9,74.37,72.15,28.94,84.76,38.31,No,No,PhD,7.39,C
Male,5.75,45.48,33.66,83.16,80.38,29.29,No,No,Master,5.51,C
Female,9.37,52.23,57.77,92.85,48.7,34.85,Yes,Yes,Master,4.83,C
Female,5.35,41.87,35.2,82.31,89.32,78.8,Yes,Yes,High School,7.49,B
Male,5.41,70.8,82.4,86.9,40.0,85.64,No,No,Master,4.52,C
Male,2.08,45.07,34.45,69.67,54.5,72.96,Yes,No,High School,6.06,C
Female,8.22,68.16,43.0,91.58,54.25,49.71,No,Yes,Bachelor,4.44,C
Male,3.22,95.98,59.19,62.25,69.21,33.63,No,No,Bachelor,6.13,C
Female,9.1,83.19,62.39,99.12,62.44,48.27,No,Yes,Master,4.67,B
Male,9.2,44.64,58.45,32.76,62.19,92.31,No,No,High School,4.16,C
Male,9.49,53.45,62.44,85.69,68.75,87.69,Yes,Yes,Bachelor,6.25,B
Female,5.68,80.42,79.93,73.1,59.08,39.1,No,Yes,High School,6.84,C
Male,7.09,93.68,55.85,68.55,47.5,39.51,Yes,Yes,Bachelor,6.2,C
Female,8.01,41.98,68.34,79.44,76.49,80.2,Yes,No,Master,4.88,B
Male,2.18,88.75,51.24,88.02,85.34,48.39,Yes,No,Bachelor,4.39,B
Female,6.41,73.71,54.75,89.72,63.53,61.55,No,No,Master,4.63,C
Female,1.31,72.77,72.97,38.15,75.46,48.01,No,Yes,Master,7.64,C
Male,5.48,97.47,64.33,39.78,67.48,31.81,Yes,No,Bachelor,4.08,C
Female,2.39,84.86,80.61,26.21,34.13,27.0,Yes,Yes,Master,8.32,D
Male,2.65,91.01,69.24,34.89,59.62,22.56,Yes,No,High School,8.2,D
Male,4.29,61.24,86.25,44.79,30.69,11.03,Yes,No,High School,8.4,D
Male,4.89,73.26,61.04,79.08,76.33,35.26,Yes,No,High School,8.39,C
Female,6.61,76.92,64.37,60.68,65.57,25.43,Yes,Yes,PhD,7.34,C
Female,1.67,59.3,76.9,81.84,38.88,33.22,Yes,Yes,Bachelor,8.24,C
Male,5.53,74.21,45.49,61.49,67.95,16.82,Yes,No,Bachelor,7.65,C
Male,2.64,54.2,57.02,66.67,92.89,40.74,No,No,PhD,5.5,B
Female,6.17,48.6,73.74,33.33,53.83,56.8,No,No,Bachelor,7.78,D
Male,6.74,62.44,32.02,83.24,98.77,95.01,No,Yes,High School,7.08,B
Male,6.01,84.36,60.59,81.86,97.16,41.24,No,No,PhD,4.14,B
Female,7.64,94.97,71.92,48.07,84.97,12.79,No,Yes,PhD,7.93,C
Male,4.02,67.46,97.72,49.64,86.97,42.61,No,Yes,High School,8.35,B
Female,7.89,78.57,91.39,41.48,58.74,83.55,No,No,Bachelor,6.59,C
Male,4.89,46.18,49.65,86.04,58.18,40.61,No,Yes,Master,6.44,C
Female,5.36,94.27,65.5,81.03,96.81,36.26,No,No,Master,6.14,B
Male,6.83,74.12,33.95,70.69,55.63,92.71,Yes,No,Bachelor,7.59,C
Male,1.17,86.82,46.85,42.91,36.78,36.75,No,No,Master,5.08,D
Female,6.89,87.67,84.24,37.89,40.69,97.32,Yes,No,PhD,7.87,C
Male,6.57,55.39,38.63,28.77,79.73,84.94,Yes,No,Master,5.46,C
Female,3.79,71.75,48.04,28.42,56.81,71.58,No,No,Bachelor,5.31,D
Male,1.77,97.63,96.08,39.04,43.95,63.85,Yes,No,Bachelor,8.05,C
Female,1.82,45.38,87.67,32.54,86.97,30.23,No,No,Bachelor,4.87,C
Female,9.31,80.98,84.73,66.71,64.21,75.74,Yes,Yes,PhD,8.31,B
Female,7.2,97.74,90.52,51.86,69.73,41.24,No,No,Bachelor,8.89,C
Female,2.14,58.03,82.47,58.37,40.78,53.71,No,Yes,Master,5.6,C
Male,4.21,91.69,38.44,69.56,43.49,19.37,No,No,Bachelor,8.64,D
Male,6.33,96.02,66.16,74.43,38.81,36.65,No,No,Bachelor,6.83,C
Female,8.52,84.83,61.1,73.62,66.02,57.62,Yes,No,Bachelor,5.3,C
Female,1.39,53.88,51.78,44.56,84.3,52.12,No,No,PhD,6.26,C
Female,3.13,60.04,88.38,85.72,81.26,40.92,No,Yes,PhD,8.0,B
Male,9.01,42.15,62.49,93.83,48.29,52.47,Yes,No,PhD,7.33,C
Male,1.08,89.89,34.22,48.7,89.61,77.04,Yes,Yes,PhD,6.47,C
Male,2.81,90.98,49.25,26.28,37.4,51.34,No,Yes,High School,5.29,D
Male,9.63,77.96,46.0,92.44,37.98,55.55,No,Yes,High School,7.63,C
Female,6.52,61.15,92.12,94.27,89.45,73.1,No,No,Master,5.57,A
Female,3.36,44.61,75.32,28.82,47.11,85.75,No,No,Bachelor,5.65,D
Female,1.6,85.18,69.23,25.37,79.57,57.42,Yes,Yes,PhD,7.73,C
Male,1.25,83.59,65.47,86.23,30.64,95.34,No,Yes,PhD,6.79,C
Male,3.2,94.76,75.51,47.61,36.55,41.81,No,No,Bachelor,4.93,D
Male,8.93,83.83,82.84,93.59,72.65,32.73,No,No,Bachelor,7.44,B
Female,4.74,89.72,68.81,41.26,42.77,72.38,No,Yes,High School,5.29,C
Female,7.48,84.76,95.68,89.59,31.97,25.82,Yes,No,Bachelor,7.8,C
Male,9.26,77.84,98.38,30.15,62.69,91.0,Yes,Yes,High School,6.39,C
Female,4.67,65.62,99.67,44.55,53.14,44.79,No,Yes,Bachelor,6.97,C
Male,2.72,94.13,76.86,97.98,86.16,72.83,No,No,Bachelor,7.0,A
Male,5.65,79.06,95.28,42.34,87.32,61.32,No,No,PhD,4.73,B
Female,9.17,63.9,58.31,34.98,73.01,14.9,Yes,No,PhD,7.25,D
Male,8.24,45.01,90.17,89.28,50.51,73.82,No,Yes,High School,8.34,C
Female,1.59,57.44,93.64,33.84,62.31,81.1,No,Yes,Bachelor,8.46,C
Male,7.23,72.62,93.29,32.31,79.16,98.42,Yes,Yes,PhD,7.44,B
Female,6.15,56.54,88.16,49.26,34.85,47.45,Yes,Yes,High School,8.84,D
Female,9.17,53.27,58.46,72.65,53.27,55.26,No,Yes,PhD,6.99,C
Female,2.1,71.64,41.12,78.31,87.57,88.74,Yes,No,Master,5.27,B
Male,5.81,50.19,53.38,91.09,58.42,34.23,No,Yes,High School,7.3,C
Male,8.92,88.02,83.71,65.57,73.73,27.02,Yes,Yes,Master,8.55,B
Female,4.69,69.06,46.3,54.51,36.74,21.96,No,Yes,Bachelor,5.79,D
Female,5.34,74.43,63.48,51.91,84.39,98.04,Yes,No,High School,5.32,B
Male,1.63,48.84,69.58,88.52,37.03,34.33,Yes,No,Master,8.83,C
Male,3.5,59.47,72.27,79.29,90.31,78.17,No,No,Bachelor,7.83,B
Male,3.92,64.61,95.5,92.91,37.46,50.47,Yes,Yes,High School,4.25,C
Female,9.51,88.49,76.3,97.3,92.36,31.65,Yes,No,Bachelor,6.81,B
Male,3.54,86.21,85.04,47.5,55.46,92.2,Yes,Yes,Master,5.17,C
Male,5.15,53.38,70.73,64.73,73.72,51.74,No,Yes,High School,5.43,C
Female,7.04,76.97,88.35,72.39,89.26,60.94,Yes,Yes,Bachelor,4.44,B
Male,2.46,54.61,48.46,37.29,30.72,30.02,No,Yes,Bachelor,5.15,F
Male,5.38,99.29,44.69,29.0,48.6,39.17,Yes,Yes,PhD,6.53,D
Male,7.65,97.13,94.84,90.08,93.58,77.29,No,Yes,Master,4.39,A
Female,8.8,73.8,78.54,65.16,57.17,40.87,Yes,Yes,High School,8.45,C
Female,6.64,81.93,77.01,67.81,79.45,55.54,Yes,Yes,High School,7.88,B
Female,7.02,88.09,62.71,66.62,39.8,20.29,No,Yes,Bachelor,5.91,D
Female,2.14,83.26,56.37,81.62,77.49,86.51,Yes,Yes,Master,4.65,B
Female,9.51,81.99,68.9,35.91,35.12,76.38,No,Yes,Bachelor,8.97,D
Female,2.19,97.51,38.44,71.05,80.21,78.47,No,Yes,Bachelor,6.82,B
Female,7.97,75.79,61.83,60.21,52.67,26.04,No,Yes,High School,6.11,C
Male,3.38,78.18,61.88,92.27,62.61,54.56,Yes,Yes,Bachelor,4.99,B
Male,9.4,90.96,67.68,63.97,41.64,12.48,No,Yes,High School,5.02,D
Female,7.48,80.19,74.43,95.72,73.95,38.36,No,Yes,High School,7.98,B
Male,7.78,83.98,97.01,51.49,53.63,41.32,No,Yes,PhD,6.6,C
Male,2.97,54.05,75.65,97.52,56.84,92.23,Yes,Yes,High School,8.92,B
Female,4.99,62.28,91.86,90.64,75.65,99.35,Yes,Yes,PhD,8.77,B
Male,6.56,48.84,68.94,68.82,42.52,65.6,Yes,Yes,Bachelor,5.03,C
Male,7.93,70.35,73.88,51.53,89.64,56.51,No,No,High School,9.0,B
Male,1.94,67.34,34.89,53.19,81.75,49.61,No,No,High School,8.93,C
Male,9.66,99.83,39.33,82.96,70.44,11.65,Yes,No,PhD,8.0,C
Male,9.01,76.67,70.58,68.55,38.98,82.01,Yes,No,PhD,5.95,C
Female,3.43,87.19,57.7,55.12,78.1,70.46,Yes,No,High School,5.12,C
Female,8.4,60.04,85.92,72.7,31.27,68.44,No,No,Master,4.52,C
Female,5.66,89.89,68.02,79.99,86.31,82.81,Yes,Yes,Master,4.26,B
Male,5.16,76.91,91.76,26.72,51.27,93.52,Yes,No,PhD,8.1,C
Female,3.83,81.82,98.06,31.74,38.2,45.06,Yes,No,High School,8.73,D
Male,6.23,57.67,40.33,32.09,41.51,48.38,Yes,Yes,Bachelor,7.86,D
Male,7.57,72.92,57.64,42.4,97.42,97.76,No,No,Bachelor,7.8,B
Male,4.7,78.04,76.55,57.02,84.17,69.8,Yes,Yes,Master,6.08,B
Male,6.66,75.35,51.38,85.27,46.65,86.62,Yes,Yes,Master,7.21,C
Female,7.29,94.91,48.69,51.33,97.44,29.94,Yes,No,Bachelor,7.36,C
Female,7.4,93.9,86.96,26.31,39.81,38.54,Yes,Yes,PhD,5.29,D
Male,1.47,98.26,98.63,61.25,81.35,45.24,No,Yes,High School,7.69,B
Female,8.74,80.05,84.17,99.75,75.97,38.52,Yes,No,Master,4.73,B
Male,5.12,98.31,66.66,51.18,87.5,89.58,No,No,High School,5.47,B
Female,3.36,89.95,60.98,97.09,56.72,56.04,No,Yes,PhD,6.95,B
Female,3.18,56.25,67.78,32.6,58.13,95.83,No,Yes,PhD,6.7,C
Male,5.35,65.65,62.4,37.98,73.72,38.92,No,Yes,Master,7.52,C
Female,8.98,54.3,65.2,79.31,57.87,13.35,Yes,No,PhD,6.91,C
Male,4.41,40.25,44.24,62.59,32.89,22.43,No,No,Bachelor,4.25,D
Female,7.75,51.28,93.26,82.38,81.08,29.54,No,Yes,PhD,8.89,B
Male,1.87,40.24,82.82,89.77,74.87,67.6,No,No,Master,7.82,B
Male,5.28,83.19,77.67,43.83,59.66,26.3,Yes,Yes,PhD,8.4,C
Female,9.93,65.53,96.49,76.21,51.2,44.33,No,Yes,PhD,8.02,C
Female,7.93,58.75,49.91,70.57,52.45,81.58,No,Yes,Master,5.06,C
Male,2.89,85.7,35.68,89.62,81.87,21.23,Yes,No,Master,8.66,C
Female,5.51,89.95,87.83,57.26,81.04,17.24,Yes,No,High School,8.92,B
Female,3.1,98.52,99.89,28.89,87.32,58.6,No,Yes,Bachelor,4.39,B
Male,4.69,78.52,70.49,68.06,83.35,72.83,No,No,Master,4.79,B
Male,8.02,67.69,34.12,96.92,83.06,91.99,Yes,No,PhD,8.95,B
Female,7.94,58.32,84.63,26.1,47.62,69.58,Yes,Yes,High School,5.47,D
Male,3.05,53.34,35.16,43.02,37.11,95.16,Yes,No,PhD,8.1,D
Male,9.3,52.78,67.8,48.71,83.32,32.01,No,No,Bachelor,4.37,C
Male,6.33,64.55,49.43,82.44,36.9,40.76,No,No,PhD,7.66,D
Female,4.42,99.51,94.05,49.25,98.75,85.54,No,No,High School,7.51,B
Female,5.52,40.05,61.59,42.93,91.26,82.99,Yes,No,Bachelor,8.69,C
Male,6.45,51.83,92.89,73.64,67.34,69.84,No,Yes,PhD,7.64,B
Female,6.04,51.3,50.94,28.48,54.65,55.54,No,Yes,High School,4.21,D
Male,5.38,83.03,57.12,37.79,66.88,11.59,No,No,PhD,6.25,D
Female,5.54,61.15,96.3,55.6,81.4,35.24,No,Yes,Bachelor,5.74,B
Male,2.59,67.44,44.09,51.67,82.94,24.25,Yes,No,PhD,6.85,C
Male,8.31,48.92,70.5,51.04,35.16,14.61,Yes,Yes,PhD,6.14,D
Female,5.88,64.3,57.2,33.14,86.34,79.85,Yes,No,High School,5.4,C
Male,2.18,46.19,84.19,52.06,74.9,21.82,No,Yes,PhD,7.31,C
Female,7.9,71.98,39.05,84.85,32.84,42.17,No,Yes,Master,5.56,D
Female,9.39,45.88,60.61,56.04,51.92,97.97,Yes,Yes,Bachelor,8.25,C
Male,9.53,87.43,78.93,68.96,65.74,46.82,Yes,No,High School,5.61,C
Male,4.32,74.0,58.49,37.27,43.19,22.74,No,Yes,Master,6.58,D
Female,2.22,83.44,34.1,30.23,40.87,72.08,No,No,Master,8.13,D
Male,5.67,65.11,79.36,91.0,31.0,82.89,No,No,Bachelor,8.11,C
Male,2.01,62.89,65.22,49.85,93.81,35.12,No,Yes,High School,6.93,C
Male,9.41,45.89,30.79,51.28,33.93,82.84,Yes,Yes,Master,5.9,D
Male,2.65,71.43,72.89,90.83,55.62,34.44,No,Yes,PhD,6.79,C
Male,3.27,70.87,94.39,78.08,44.4,72.38,Yes,Yes,Master,8.25,C
Female,4.66,68.09,37.77,81.72,81.87,21.23,Yes,Yes,Bachelor,5.09,C
Female,4.45,84.43,71.35,76.15,79.5,48.5,Yes,Yes,Master,4.61,B
Male,8.15,89.95,81.01,32.93,86.44,56.84,No,Yes,High School,6.91,C
Male,5.11,85.05,34.95,96.85,73.18,75.28,No,Yes,Master,6.87,B
Male,2.54,48.63,31.58,93.19,71.42,68.5,Yes,No,Master,5.47,C
Female,3.4,77.32,62.49,42.72,58.5,86.8,No,Yes,Bachelor,6.17,C
Male,5.58,44.82,85.38,85.3,74.55,26.59,Yes,No,Master,4.44,B
Female,2.33,81.68,41.25,55.7,38.06,69.51,Yes,No,Master,4.65,D
Female,6.5,62.91,88.56,76.28,77.92,21.5,No,No,High School,8.14,B
Female,6.09,47.95,75.96,37.42,37.27,53.03,No,Yes,Bachelor,6.32,D
Male,7.43,91.72,53.25,65.39,90.32,57.21,Yes,Yes,Bachelor,4.5,B
Female,9.44,76.84,66.11,34.5,65.4,12.45,No,Yes,Bachelor,8.81,D
Male,9.21,61.28,97.59,65.21,67.12,16.33,Yes,No,Bachelor,5.05,C
Female,9.51,41.84,45.15,43.27,70.94,85.53,No,No,PhD,5.58,C
Male,3.2,72.24,64.97,58.93,84.32,35.81,No,Yes,PhD,8.86,C
Female,2.18,95.39,73.71,75.1,63.49,41.15,No,Yes,PhD,4.9,C
Male,3.72,75.78,39.66,90.78,59.93,67.64,No,No,Bachelor,8.84,C
Female,9.06,98.3,33.05,37.4,50.18,29.86,Yes,Yes,Bachelor,7.61,D
Male,9.75,48.19,30.94,92.0,38.96,27.36,Yes,No,PhD,6.13,D
Male,8.73,74.1,52.73,54.25,43.32,47.94,Yes,No,Bachelor,6.97,D
Male,1.99,87.89,35.18,88.28,30.04,15.31,No,Yes,Master,6.54,D
Male,9.53,71.53,86.26,63.44,90.86,92.53,No,Yes,High School,8.02,B
Female,4.81,45.46,99.81,89.67,83.55,94.61,Yes,No,Bachelor,4.31,A
Female,1.08,74.97,34.29,74.71,45.31,50.34,Yes,Yes,Master,8.07,D
Male,4.98,76.7,60.29,63.15,30.17,28.83,Yes,Yes,Master,8.85,D
Female,1.41,83.72,31.8,48.44,64.45,52.35,No,Yes,PhD,6.15,D
Male,5.89,85.67,39.38,97.67,58.88,18.99,Yes,Yes,High School,4.96,C
Male,4.05,86.25,52.6,85.07,84.32,45.8,Yes,No,Bachelor,4.54,B
Female,5.26,79.81,57.56,53.59,58.2,16.63,Yes,No,Bachelor,5.73,D
Male,6.52,52.95,95.78,37.5,90.49,73.55,No,No,High School,4.65,B
Male,8.82,64.25,57.71,83.47,36.71,34.81,No,No,Master,5.15,C
Female,6.96,86.57,64.74,99.25,55.61,56.86,Yes,No,Bachelor,7.27,B
Male,4.91,97.21,47.19,45.92,95.38,11.22,No,Yes,Bachelor,6.08,C
Male,8.37,44.74,30.01,93.69,30.82,57.22,No,No,High School,8.51,D
Male,9.15,72.13,92.95,34.4,57.36,10.29,Yes,Yes,Master,6.32,C
Male,2.08,58.75,35.72,96.42,48.18,93.27,No,Yes,Master,4.77,C
Female,5.79,53.52,97.5,80.9,67.23,55.1,No,Yes,Master,4.69,B
Female,3.56,70.35,39.16,50.99,49.51,19.01,Yes,No,Bachelor,7.47,D
Female,1.42,76.37,72.34,47.85,90.89,40.69,Yes,No,Master,7.17,C
Male,7.02,40.59,99.96,73.26,95.6,14.15,Yes,Yes,High School,7.54,B
Male,8.76,86.81,39.69,69.51,89.44,57.78,No,No,PhD,5.69,B
Female,2.47,89.19,59.68,93.92,57.9,21.01,Yes,Yes,PhD,8.58,C
Male,8.31,97.93,84.63,82.47,99.3,52.58,Yes,Yes,High School,4.57,A
Male,8.68,50.84,32.25,65.53,81.45,37.5,No,No,High School,4.16,C
Male,9.23,75.67,78.28,94.57,54.89,78.54,No,Yes,High School,7.71,B
Male,3.39,65.6,35.63,69.45,36.56,53.4,No,Yes,Master,7.39,D
Female,9.14,60.09,46.56,88.73,76.69,86.34,No,No,High School,6.47,B
Female,3.89,73.94,41.21,88.07,81.0,94.72,No,No,Bachelor,4.22,B
Female,5.97,86.94,93.51,93.94,38.57,97.26,No,Yes,PhD,4.57,B
Male,1.45,41.38,42.63,30.07,68.48,33.42,No,Yes,Bachelor,4.98,D
Female,1.39,98.16,32.83,68.79,99.1,79.08,No,No,Bachelor,7.19,B
Female,7.48,88.59,71.13,60.13,52.84,49.43,No,Yes,Master,7.32,C
Male,5.0,85.07,54.23,61.79,51.13,48.36,Yes,No,Master,7.38,C
Male,3.31,85.62,58.4,59.49,93.23,88.14,No,Yes,PhD,8.02,B
Female,2.71,63.34,38.33,87.81,38.22,23.11,Yes,Yes,Master,4.12,D
Female,7.03,85.1,82.38,48.88,95.35,53.0,No,No,Master,7.22,B
Female,1.0,63.21,72.11,59.71,84.56,63.36,Yes,No,PhD,5.26,B
Female,8.25,93.92,55.5,40.05,57.36,15.95,No,No,High School,6.86,D
Male,1.71,50.63,42.01,43.88,35.85,87.81,Yes,No,PhD,7.69,D
Female,2.72,57.54,71.54,74.53,31.34,38.29,No,No,PhD,7.6,D
Female,4.48,73.08,84.5,33.77,56.31,69.11,No,No,High School,5.44,C
Male,5.36,59.15,51.87,39.09,79.37,93.53,Yes,No,High School,5.78,C
Female,4.19,65.45,31.81,64.6,64.13,74.78,Yes,No,PhD,8.59,C
Male,3.89,69.55,45.0,28.28,81.71,89.74,No,No,High School,8.24,C
Male,9.68,91.38,77.77,34.52,76.94,16.26,No,Yes,High School,5.29,C
Male,6.77,71.39,99.24,89.75,70.1,54.35,No,Yes,PhD,6.94,B
Female,1.21,61.75,30.94,88.46,97.72,60.83,No,Yes,High School,4.54,B
Female,4.87,54.86,51.43,51.08,80.99,72.01,No,No,Bachelor,7.27,C
Male,8.88,64.52,34.34,51.1,94.02,20.52,No,No,Master,7.11,C
Female,3.71,70.94,52.14,95.24,46.95,69.11,No,No,Master,5.32,C
Female,1.85,84.77,58.41,26.94,79.95,23.14,No,Yes,PhD,6.11,C
Male,7.83,47.26,94.46,68.52,71.85,16.09,Yes,No,High School,7.91,C
Male,6.45,53.3,35.64,69.8,94.7,52.24,Yes,Yes,Bachelor,5.28,C
Female,6.13,62.78,84.4,84.09,65.73,64.03,Yes,No,High School,7.84,B
Male,1.48,61.62,57.69,96.38,49.57,96.23,No,Yes,High School,5.58,C
Female,2.26,63.5,86.79,51.69,56.94,72.88,No,Yes,High School,8.2,C
Female,6.6,87.61,65.94,57.84,45.32,63.23,Yes,Yes,PhD,4.15,C
Female,2.87,59.45,32.75,75.35,45.4,29.31,Yes,No,Master,5.29,D
Female,5.54,70.11,96.23,97.55,62.93,23.68,No,Yes,Master,4.89,B
Male,5.9,77.43,35.79,91.81,92.48,64.65,No,No,Bachelor,8.45,B
Male,3.55,53.93,71.84,75.03,43.43,30.07,No,No,Bachelor,6.14,C
Male,9.54,83.12,91.44,89.25,50.15,73.59,Yes,No,High School,6.73,B
Male,8.58,72.83,35.58,31.39,89.71,20.3,Yes,No,Bachelor,5.21,C
Female,7.5,66.81,68.77,53.28,53.75,40.57,Yes,No,Bachelor,4.64,C
Female,1.7,88.59,87.7,25.98,97.37,79.58,No,Yes,Bachelor,6.99,B
Male,1.96,54.61,99.04,38.31,48.82,84.79,No,Yes,High School,5.42,C
Female,5.44,92.99,80.7,72.29,60.95,41.07,Yes,Yes,High School,8.64,C
Female,2.45,73.66,49.48,91.42,36.69,28.6,No,Yes,Master,6.38,C
Female,9.8,76.55,78.97,72.46,99.45,96.24,Yes,No,PhD,4.69,A
Male,2.43,92.5,79.4,74.81,92.31,78.5,Yes,No,High School,4.12,B
Male,5.39,89.05,79.0,32.79,87.23,82.64,No,Yes,Master,5.16,B
Male,4.28,76.09,89.8,74.86,41.01,30.05,No,No,Bachelor,5.6,C
Female,6.75,85.19,36.12,59.08,97.86,48.2,No,No,Bachelor,5.03,C
Male,2.16,66.0,37.59,73.86,95.04,16.14,No,No,PhD,5.83,C
Male,4.87,72.84,74.84,49.46,60.5,19.85,Yes,Yes,High School,8.39,C
Male,3.47,43.72,96.77,68.61,77.71,29.89,Yes,Yes,PhD,4.24,B
Male,8.99,45.39,62.61,56.81,99.47,37.29,Yes,No,Master,8.01,C
Male,1.37,89.77,97.24,66.9,58.68,99.75,Yes,No,PhD,6.13,B
Male,9.22,43.58,95.67,36.03,37.91,47.99,No,No,PhD,8.53,D
Female,8.5,50.16,93.2,54.69,90.74,72.81,Yes,Yes,Bachelor,7.34,B
Female,3.68,87.75,93.69,53.07,63.35,91.4,Yes,Yes,Bachelor,4.82,B
Male,8.1,40.07,92.88,80.23,99.09,32.15,Yes,No,Bachelor,8.8,B
Male,1.28,56.94,87.39,77.98,68.56,23.02,Yes,No,Master,4.77,C
Female,9.7,75.04,78.65,93.16,32.06,31.89,No,Yes,Master,5.68,C
Female,5.74,75.73,31.71,72.4,64.42,89.42,Yes,Yes,High School,8.89,C
Male,3.73,86.63,39.26,48.59,80.26,69.91,No,Yes,High School,5.06,C
Male,4.26,70.36,39.4,83.74,31.82,50.62,No,Yes,Bachelor,7.16,D
Male,1.6,70.56,31.65,62.27,58.94,83.83,Yes,No,Bachelor,8.89,C
Male,9.9,83.52,38.17,39.51,40.89,31.31,No,No,PhD,7.44,D
Female,1.35,69.92,94.38,81.06,75.02,31.53,No,Yes,High School,7.31,B
Male,6.89,76.51,76.47,34.94,97.01,61.05,Yes,Yes,PhD,7.11,B
Male,4.98,93.87,51.85,38.36,73.72,81.11,Yes,No,Master,6.78,C
Male,9.54,64.09,85.54,81.91,78.64,33.36,No,No,Master,8.75,B
Male,3.21,63.11,64.19,82.76,57.76,28.9,Yes,Yes,Master,6.72,C
Female,5.79,40.21,39.95,84.31,69.42,52.66,No,No,High School,7.32,C
